"name","ucnt","sum","ds","server","channel"
"升级活动奖励","2","1300","2014-11-11","s35","iospp"
"小宝赠宝获取奖励","14","395","2014-11-11","s35","iospp"
"系统消息附带的奖励","42","10365","2014-11-11","s35","iospp"
"紫禁宝匣开出元宝","8","65","2014-11-11","s35","iospp"
"血战奖励","20","964","2014-11-11","s35","iospp"
"首次充值奖励翻倍","1","330","2014-11-11","s35","iospp"
"八阵图奖励","1","30","2014-11-11","s36","iospp"
"升级奖励","2","50","2014-11-11","s36","iospp"
"升级活动奖励","1","50","2014-11-11","s36","iospp"
"小宝赠宝获取奖励","11","210","2014-11-11","s36","iospp"
"系统消息附带的奖励","27","7415","2014-11-11","s36","iospp"
"紫禁宝匣开出元宝","5","135","2014-11-11","s36","iospp"
"血战奖励","17","600","2014-11-11","s36","iospp"
"财源滚滚得到元宝","1","39","2014-11-11","s36","iospp"
"充值奖励","1","30","2014-11-11","s37","iospp"
"升级奖励","3","70","2014-11-11","s37","iospp"
"名山寻宝","3","90","2014-11-11","s37","iospp"
"小宝赠宝获取奖励","11","300","2014-11-11","s37","iospp"
"系统消息附带的奖励","40","9875","2014-11-11","s37","iospp"
"紫禁宝匣开出元宝","9","263","2014-11-11","s37","iospp"
"血战奖励","25","1579","2014-11-11","s37","iospp"
"充值奖励","2","630","2014-11-11","s38","iospp"
"升级奖励","1","20","2014-11-11","s38","iospp"
"名山寻宝","1","60","2014-11-11","s38","iospp"
"小宝赠宝获取奖励","10","290","2014-11-11","s38","iospp"
"系统消息附带的奖励","36","8770","2014-11-11","s38","iospp"
"紫禁宝匣开出元宝","5","45","2014-11-11","s38","iospp"
"血战奖励","20","928","2014-11-11","s38","iospp"
"八阵图奖励","2","140","2014-11-11","s39","iospp"
"升级奖励","2","20","2014-11-11","s39","iospp"
"小宝赠宝获取奖励","4","220","2014-11-11","s39","iospp"
"每日登录送元宝","2","10","2014-11-11","s39","iospp"
"献花奖励","16","32","2014-11-11","s39","iospp"
"系统消息附带的奖励","28","5880","2014-11-11","s39","iospp"
"紫禁宝匣开出元宝","6","45","2014-11-11","s39","iospp"
"血战奖励","16","747","2014-11-11","s39","iospp"
"cdkey","1","50","2014-11-11","s4","iospp"
"充值奖励","3","270","2014-11-11","s4","iospp"
"八阵图奖励","1","50","2014-11-11","s4","iospp"
"升级奖励","1","10","2014-11-11","s4","iospp"
"升级活动奖励","1","400","2014-11-11","s4","iospp"
"小宝赠宝获取奖励","30","830","2014-11-11","s4","iospp"
"每日登录送元宝","2","10","2014-11-11","s4","iospp"
"系统消息附带的奖励","66","13105","2014-11-11","s4","iospp"
"紫禁宝匣开出元宝","11","135","2014-11-11","s4","iospp"
"血战奖励","48","2774","2014-11-11","s4","iospp"
"升级奖励","1","10","2014-11-11","s40","iospp"
"小宝赠宝获取奖励","9","170","2014-11-11","s40","iospp"
"每日登录送元宝","2","10","2014-11-11","s40","iospp"
"献花奖励","15","30","2014-11-11","s40","iospp"
"系统消息附带的奖励","26","8125","2014-11-11","s40","iospp"
"紫禁宝匣开出元宝","4","45","2014-11-11","s40","iospp"
"血战奖励","17","574","2014-11-11","s40","iospp"
"充值奖励","1","30","2014-11-11","s41","iospp"
"升级奖励","4","40","2014-11-11","s41","iospp"
"升级活动奖励","1","800","2014-11-11","s41","iospp"
"名山寻宝","1","35","2014-11-11","s41","iospp"
"小宝赠宝获取奖励","10","220","2014-11-11","s41","iospp"
"每日登录送元宝","2","10","2014-11-11","s41","iospp"
"献花奖励","36","72","2014-11-11","s41","iospp"
"系统消息附带的奖励","42","9575","2014-11-11","s41","iospp"
"紫禁宝匣开出元宝","9","90","2014-11-11","s41","iospp"
"血战奖励","23","1185","2014-11-11","s41","iospp"
"升级奖励","2","20","2014-11-11","s42","iospp"
"升级活动奖励","2","880","2014-11-11","s42","iospp"
"名山寻宝","2","85","2014-11-11","s42","iospp"
"小宝赠宝获取奖励","11","240","2014-11-11","s42","iospp"
"献花奖励","19","38","2014-11-11","s42","iospp"
"系统消息附带的奖励","40","10185","2014-11-11","s42","iospp"
"紫禁宝匣开出元宝","12","160","2014-11-11","s42","iospp"
"血战奖励","23","769","2014-11-11","s42","iospp"
"充值奖励","3","2710","2014-11-11","s43","iospp"
"升级奖励","1","30","2014-11-11","s43","iospp"
"小宝赠宝获取奖励","4","70","2014-11-11","s43","iospp"
"每日登录送元宝","2","10","2014-11-11","s43","iospp"
"献花奖励","28","56","2014-11-11","s43","iospp"
"系统消息附带的奖励","32","8500","2014-11-11","s43","iospp"
"紫禁宝匣开出元宝","8","60","2014-11-11","s43","iospp"
"血战奖励","22","687","2014-11-11","s43","iospp"
"cdkey","2","600","2014-11-11","s44","iospp"
"八阵图奖励","2","140","2014-11-11","s44","iospp"
"升级奖励","5","50","2014-11-11","s44","iospp"
"小宝赠宝获取奖励","5","130","2014-11-11","s44","iospp"
"每日登录送元宝","3","15","2014-11-11","s44","iospp"
"献花奖励","22","44","2014-11-11","s44","iospp"
"系统消息附带的奖励","29","6745","2014-11-11","s44","iospp"
"紫禁宝匣开出元宝","1","5","2014-11-11","s44","iospp"
"血战奖励","17","624","2014-11-11","s44","iospp"
"升级奖励","3","30","2014-11-11","s45","iospp"
"名山寻宝","2","145","2014-11-11","s45","iospp"
"小宝赠宝获取奖励","12","260","2014-11-11","s45","iospp"
"每日登录送元宝","4","20","2014-11-11","s45","iospp"
"献花奖励","21","42","2014-11-11","s45","iospp"
"系统消息附带的奖励","36","9100","2014-11-11","s45","iospp"
"紫禁宝匣开出元宝","5","30","2014-11-11","s45","iospp"
"血战奖励","23","1030","2014-11-11","s45","iospp"
"首次充值奖励","1","1300","2014-11-11","s45","iospp"
"首次充值奖励翻倍","1","11300","2014-11-11","s45","iospp"
"充值奖励","1","50","2014-11-11","s46","iospp"
"升级奖励","5","60","2014-11-11","s46","iospp"
"小宝赠宝获取奖励","12","320","2014-11-11","s46","iospp"
"每日登录送元宝","3","15","2014-11-11","s46","iospp"
"献花奖励","26","52","2014-11-11","s46","iospp"
"系统消息附带的奖励","40","9755","2014-11-11","s46","iospp"
"紫禁宝匣开出元宝","5","70","2014-11-11","s46","iospp"
"血战奖励","29","887","2014-11-11","s46","iospp"
"首次充值奖励","2","1330","2014-11-11","s46","iospp"
"首次充值奖励翻倍","2","11630","2014-11-11","s46","iospp"
"充值奖励","1","30","2014-11-11","s47","iospp"
"八阵图奖励","1","40","2014-11-11","s47","iospp"
"升级奖励","4","40","2014-11-11","s47","iospp"
"升级活动奖励","2","600","2014-11-11","s47","iospp"
"名山寻宝","4","95","2014-11-11","s47","iospp"
"小宝赠宝获取奖励","15","300","2014-11-11","s47","iospp"
"每日登录送元宝","3","15","2014-11-11","s47","iospp"
"献花奖励","26","52","2014-11-11","s47","iospp"
"系统消息附带的奖励","38","9275","2014-11-11","s47","iospp"
"紫禁宝匣开出元宝","7","60","2014-11-11","s47","iospp"
"血战奖励","27","1125","2014-11-11","s47","iospp"
"小宝赠宝获取奖励","11","185","2014-11-11","s48","iospp"
"每日登录送元宝","2","10","2014-11-11","s48","iospp"
"献花奖励","13","26","2014-11-11","s48","iospp"
"系统消息附带的奖励","38","10870","2014-11-11","s48","iospp"
"紫禁宝匣开出元宝","6","140","2014-11-11","s48","iospp"
"血战奖励","24","653","2014-11-11","s48","iospp"
"首次充值奖励","1","30","2014-11-11","s48","iospp"
"八阵图奖励","5","190","2014-11-11","s49","iospp"
"升级奖励","2","20","2014-11-11","s49","iospp"
"升级活动奖励","3","1100","2014-11-11","s49","iospp"
"小宝赠宝获取奖励","10","210","2014-11-11","s49","iospp"
"每日登录送元宝","1","5","2014-11-11","s49","iospp"
"献花奖励","9","18","2014-11-11","s49","iospp"
"系统消息附带的奖励","29","7320","2014-11-11","s49","iospp"
"紫禁宝匣开出元宝","4","200","2014-11-11","s49","iospp"
"血战奖励","18","585","2014-11-11","s49","iospp"
"充值奖励","1","1300","2014-11-11","s5","iospp"
"升级奖励","4","60","2014-11-11","s5","iospp"
"名山寻宝","1","10","2014-11-11","s5","iospp"
"小宝赠宝获取奖励","18","370","2014-11-11","s5","iospp"
"每日登录送元宝","1","5","2014-11-11","s5","iospp"
"系统消息附带的奖励","57","12190","2014-11-11","s5","iospp"
"紫禁宝匣开出元宝","12","110","2014-11-11","s5","iospp"
"血战奖励","34","1664","2014-11-11","s5","iospp"
"首次充值奖励","1","600","2014-11-11","s5","iospp"
"首次充值奖励翻倍","1","5600","2014-11-11","s5","iospp"
"cdkey","1","50","2014-11-11","s50","iospp"
"充值奖励","2","1530","2014-11-11","s50","iospp"
"充值返元宝","1","33","2014-11-11","s50","iospp"
"八阵图奖励","3","170","2014-11-11","s50","iospp"
"升级奖励","2","150","2014-11-11","s50","iospp"
"升级活动奖励","1","210","2014-11-11","s50","iospp"
"小宝赠宝获取奖励","9","150","2014-11-11","s50","iospp"
"每日登录送元宝","2","10","2014-11-11","s50","iospp"
"献花奖励","7","14","2014-11-11","s50","iospp"
"系统消息附带的奖励","45","10315","2014-11-11","s50","iospp"
"紫禁宝匣开出元宝","11","120","2014-11-11","s50","iospp"
"血战奖励","22","885","2014-11-11","s50","iospp"
"升级奖励","2","20","2014-11-11","s51","iospp"
"小宝赠宝获取奖励","13","260","2014-11-11","s51","iospp"
"每日登录送元宝","1","5","2014-11-11","s51","iospp"
"献花奖励","23","46","2014-11-11","s51","iospp"
"系统消息附带的奖励","40","9370","2014-11-11","s51","iospp"
"紫禁宝匣开出元宝","5","55","2014-11-11","s51","iospp"
"血战奖励","28","969","2014-11-11","s51","iospp"
"八阵图奖励","1","30","2014-11-11","s52","iospp"
"升级奖励","2","20","2014-11-11","s52","iospp"
"名山寻宝","1","10","2014-11-11","s52","iospp"
"小宝赠宝获取奖励","11","220","2014-11-11","s52","iospp"
"每日登录送元宝","1","5","2014-11-11","s52","iospp"
"献花奖励","4","8","2014-11-11","s52","iospp"
"系统消息附带的奖励","37","9275","2014-11-11","s52","iospp"
"紫禁宝匣开出元宝","5","85","2014-11-11","s52","iospp"
"血战奖励","26","676","2014-11-11","s52","iospp"
"cdkey","1","50","2014-11-11","s53","iospp"
"充值奖励","2","5200","2014-11-11","s53","iospp"
"升级奖励","2","20","2014-11-11","s53","iospp"
"小宝赠宝获取奖励","10","260","2014-11-11","s53","iospp"
"每日登录送元宝","3","15","2014-11-11","s53","iospp"
"系统消息附带的奖励","30","7175","2014-11-11","s53","iospp"
"紫禁宝匣开出元宝","6","175","2014-11-11","s53","iospp"
"血战奖励","17","707","2014-11-11","s53","iospp"
"升级奖励","4","40","2014-11-11","s54","iospp"
"小宝赠宝获取奖励","13","320","2014-11-11","s54","iospp"
"每日登录送元宝","3","15","2014-11-11","s54","iospp"
"献花奖励","8","16","2014-11-11","s54","iospp"
"系统消息附带的奖励","38","9030","2014-11-11","s54","iospp"
"紫禁宝匣开出元宝","4","45","2014-11-11","s54","iospp"
"血战奖励","22","910","2014-11-11","s54","iospp"
"八阵图奖励","1","20","2014-11-11","s55","iospp"
"升级奖励","4","60","2014-11-11","s55","iospp"
"名山寻宝","2","50","2014-11-11","s55","iospp"
"小宝赠宝获取奖励","6","110","2014-11-11","s55","iospp"
"每日登录送元宝","5","25","2014-11-11","s55","iospp"
"献花奖励","5","10","2014-11-11","s55","iospp"
"系统消息附带的奖励","32","8480","2014-11-11","s55","iospp"
"紫禁宝匣开出元宝","5","125","2014-11-11","s55","iospp"
"血战奖励","17","631","2014-11-11","s55","iospp"
"cdkey","2","1500","2014-11-11","s56","iospp"
"升级奖励","3","40","2014-11-11","s56","iospp"
"升级活动奖励","1","100","2014-11-11","s56","iospp"
"小宝赠宝获取奖励","11","250","2014-11-11","s56","iospp"
"系统消息附带的奖励","32","8250","2014-11-11","s56","iospp"
"紫禁宝匣开出元宝","8","100","2014-11-11","s56","iospp"
"血战奖励","24","631","2014-11-11","s56","iospp"
"首次充值奖励","1","30","2014-11-11","s56","iospp"
"首次充值奖励翻倍","1","330","2014-11-11","s56","iospp"
"充值奖励","1","2600","2014-11-11","s57","iospp"
"八阵图奖励","1","10","2014-11-11","s57","iospp"
"升级奖励","2","40","2014-11-11","s57","iospp"
"升级活动奖励","2","700","2014-11-11","s57","iospp"
"名山寻宝","2","45","2014-11-11","s57","iospp"
"小宝赠宝获取奖励","11","325","2014-11-11","s57","iospp"
"每日登录送元宝","2","10","2014-11-11","s57","iospp"
"系统消息附带的奖励","40","8725","2014-11-11","s57","iospp"
"紫禁宝匣开出元宝","3","120","2014-11-11","s57","iospp"
"血战奖励","26","783","2014-11-11","s57","iospp"
"充值奖励","1","30","2014-11-11","s58","iospp"
"升级奖励","1","10","2014-11-11","s58","iospp"
"小宝赠宝获取奖励","10","190","2014-11-11","s58","iospp"
"每日登录送元宝","3","15","2014-11-11","s58","iospp"
"系统消息附带的奖励","22","5745","2014-11-11","s58","iospp"
"紫禁宝匣开出元宝","8","80","2014-11-11","s58","iospp"
"血战奖励","13","424","2014-11-11","s58","iospp"
"cdkey","1","111","2014-11-11","s59","iospp"
"充值奖励","1","720","2014-11-11","s59","iospp"
"升级奖励","2","20","2014-11-11","s59","iospp"
"小宝赠宝获取奖励","4","120","2014-11-11","s59","iospp"
"每日登录送元宝","2","10","2014-11-11","s59","iospp"
"系统消息附带的奖励","27","7545","2014-11-11","s59","iospp"
"紫禁宝匣开出元宝","5","150","2014-11-11","s59","iospp"
"血战奖励","14","421","2014-11-11","s59","iospp"
"首次充值奖励","1","1300","2014-11-11","s59","iospp"
"首次充值奖励翻倍","1","11300","2014-11-11","s59","iospp"
"充值奖励","1","30","2014-11-11","s6","iospp"
"八阵图奖励","1","10","2014-11-11","s6","iospp"
"升级奖励","2","20","2014-11-11","s6","iospp"
"名山寻宝","1","25","2014-11-11","s6","iospp"
"小宝赠宝获取奖励","17","380","2014-11-11","s6","iospp"
"每日登录送元宝","3","15","2014-11-11","s6","iospp"
"系统消息附带的奖励","63","13400","2014-11-11","s6","iospp"
"紫禁宝匣开出元宝","9","75","2014-11-11","s6","iospp"
"血战奖励","28","2009","2014-11-11","s6","iospp"
"升级奖励","4","60","2014-11-11","s60","iospp"
"升级活动奖励","1","600","2014-11-11","s60","iospp"
"奖励100元宝,微信首次登陆","1","100","2014-11-11","s60","iospp"
"小宝赠宝获取奖励","8","170","2014-11-11","s60","iospp"
"每日登录送元宝","1","5","2014-11-11","s60","iospp"
"系统消息附带的奖励","31","7695","2014-11-11","s60","iospp"
"紫禁宝匣开出元宝","3","50","2014-11-11","s60","iospp"
"血战奖励","19","823","2014-11-11","s60","iospp"
"首次充值奖励","1","1300","2014-11-11","s60","iospp"
"首次充值奖励翻倍","1","11300","2014-11-11","s60","iospp"
"八阵图奖励","2","120","2014-11-11","s61","iospp"
"升级奖励","3","30","2014-11-11","s61","iospp"
"小宝赠宝获取奖励","5","170","2014-11-11","s61","iospp"
"系统消息附带的奖励","27","6665","2014-11-11","s61","iospp"
"紫禁宝匣开出元宝","5","110","2014-11-11","s61","iospp"
"血战奖励","13","505","2014-11-11","s61","iospp"
"首次充值奖励","1","30","2014-11-11","s61","iospp"
"充值奖励","1","30","2014-11-11","s62","iospp"
"升级奖励","3","40","2014-11-11","s62","iospp"
"升级活动奖励","1","400","2014-11-11","s62","iospp"
"名山寻宝","1","50","2014-11-11","s62","iospp"
"小宝赠宝获取奖励","9","300","2014-11-11","s62","iospp"
"系统消息附带的奖励","28","7175","2014-11-11","s62","iospp"
"紫禁宝匣开出元宝","6","155","2014-11-11","s62","iospp"
"血战奖励","19","435","2014-11-11","s62","iospp"
"充值奖励","1","220","2014-11-11","s63","iospp"
"小宝赠宝获取奖励","4","70","2014-11-11","s63","iospp"
"系统消息附带的奖励","21","5595","2014-11-11","s63","iospp"
"紫禁宝匣开出元宝","3","15","2014-11-11","s63","iospp"
"血战奖励","13","332","2014-11-11","s63","iospp"
"升级奖励","7","140","2014-11-11","s64","iospp"
"升级活动奖励","1","600","2014-11-11","s64","iospp"
"名山寻宝","2","150","2014-11-11","s64","iospp"
"小宝赠宝获取奖励","12","290","2014-11-11","s64","iospp"
"每日登录送元宝","3","15","2014-11-11","s64","iospp"
"献花奖励","9","18","2014-11-11","s64","iospp"
"系统消息附带的奖励","27","7185","2014-11-11","s64","iospp"
"紫禁宝匣开出元宝","5","140","2014-11-11","s64","iospp"
"血战奖励","16","484","2014-11-11","s64","iospp"
"充值奖励","2","480","2014-11-11","s65","iospp"
"升级奖励","1","10","2014-11-11","s65","iospp"
